"YEAR","MONTH","DAY","RRG06","Date"
2012,7,6,0.18,2012-07-06
2012,7,9,0.08,2012-07-09
2012,7,10,0.15,2012-07-10
2012,7,11,0.22,2012-07-11
2012,7,12,0.14,2012-07-12
2012,7,13,1.26,2012-07-13
2012,7,14,2.87,2012-07-14
2012,7,17,0.13,2012-07-17
2012,7,18,0.01,2012-07-18
2012,7,19,0.1,2012-07-19
2012,7,20,0.04,2012-07-20
2012,7,23,0.05,2012-07-23
2012,7,24,0.05,2012-07-24
2012,7,28,0.05,2012-07-28
2012,7,30,0.3,2012-07-30
2012,7,31,2.13,2012-07-31
2012,8,2,0.07,2012-08-02
2012,8,3,0.13,2012-08-03
2012,8,7,0.21,2012-08-07
2012,8,9,1.28,2012-08-09
2012,8,14,0.08,2012-08-14
2012,8,19,0.39,2012-08-19
2012,8,28,0.08,2012-08-28
2012,8,29,0.31,2012-08-29
2012,9,2,1.14,2012-09-02
2012,9,3,0.3,2012-09-03
2012,9,4,0.05,2012-09-04
2012,9,9,0.06,2012-09-09
2012,9,16,0.06,2012-09-16
2012,9,17,1.54,2012-09-17
2012,9,18,2.15,2012-09-18
2012,9,20,0.06,2012-09-20
2012,9,29,0.17,2012-09-29
2012,10,1,4.19,2012-10-01
2012,10,2,1.51,2012-10-02
2012,10,7,0.06,2012-10-07
2012,10,8,0.06,2012-10-08
2012,10,10,0.06,2012-10-10
2012,10,11,0.06,2012-10-11
2012,10,15,0.62,2012-10-15
2012,10,18,0.07,2012-10-18
2012,10,28,0.12,2012-10-28
2012,10,31,0.06,2012-10-31
2012,11,6,0.06,2012-11-06
2012,11,7,0.11,2012-11-07
2012,11,12,0.45,2012-11-12
2012,11,14,0.09,2012-11-14
2012,11,27,0.09,2012-11-27
2012,11,28,0.06,2012-11-28
2012,12,8,0.07,2012-12-08
2012,12,10,0.93,2012-12-10
2012,12,16,1,2012-12-16
2012,12,17,0.47,2012-12-17
2012,12,20,1.53,2012-12-20
2012,12,24,0.96,2012-12-24
2012,12,25,0.18,2012-12-25
2012,12,26,1.97,2012-12-26
2012,12,28,0.23,2012-12-28
2012,12,29,0.29,2012-12-29
2013,1,1,0.64,2013-01-01
2013,1,2,0.12,2013-01-02
2013,1,11,1.05,2013-01-11
2013,1,12,0.23,2013-01-12
2013,1,13,0.47,2013-01-13
2013,1,14,1.81,2013-01-14
2013,1,15,2.57,2013-01-15
2013,1,16,0.87,2013-01-16
2013,1,17,2.8,2013-01-17
2013,1,25,0.33,2013-01-25
2013,1,29,0.4,2013-01-29
2013,1,30,5.48,2013-01-30
2013,1,31,0.06,2013-01-31
2013,2,2,0.2,2013-02-02
2013,2,7,0.14,2013-02-07
2013,2,10,1.41,2013-02-10
2013,2,11,0.47,2013-02-11
2013,2,12,0.12,2013-02-12
2013,2,13,0.12,2013-02-13
2013,2,19,0.36,2013-02-19
2013,2,21,0.52,2013-02-21
2013,2,22,0.75,2013-02-22
2013,2,23,0.37,2013-02-23
2013,2,26,2.2,2013-02-26
2013,3,5,0.94,2013-03-05
2013,3,6,0.12,2013-03-06
2013,3,11,1.53,2013-03-11
2013,3,12,0.05,2013-03-12
2013,3,18,0.85,2013-03-18
2013,3,23,0.06,2013-03-23
2013,3,24,1.37,2013-03-24
2013,3,26,0.07,2013-03-26
2013,3,30,0.13,2013-03-30
2013,3,31,0.78,2013-03-31
2013,4,4,0.65,2013-04-04
2013,4,11,1.89,2013-04-11
2013,4,12,0.73,2013-04-12
2013,4,14,0.07,2013-04-14
2013,4,15,0.13,2013-04-15
2013,4,17,0.84,2013-04-17
2013,4,18,0.07,2013-04-18
2013,4,19,1.49,2013-04-19
2013,4,24,0.06,2013-04-24
2013,4,27,0.37,2013-04-27
2013,4,28,2.36,2013-04-28
2013,4,29,0.06,2013-04-29
2013,5,4,0.83,2013-05-04
2013,5,5,1.24,2013-05-05
2013,5,6,0.3,2013-05-06
2013,5,8,0.06,2013-05-08
2013,5,9,0.06,2013-05-09
2013,5,10,0.07,2013-05-10
2013,5,11,0.21,2013-05-11
2013,5,18,0.28,2013-05-18
2013,5,19,0.42,2013-05-19
2013,5,21,0.63,2013-05-21
2013,5,22,0.41,2013-05-22
2013,5,23,0.11,2013-05-23
2013,6,1,0.06,2013-06-01
2013,6,2,0.69,2013-06-02
2013,6,3,0.06,2013-06-03
2013,6,5,1.54,2013-06-05
2013,6,6,0.06,2013-06-06
2013,6,7,0.18,2013-06-07
2013,6,9,1.1,2013-06-09
2013,6,10,0.85,2013-06-10
2013,6,11,0.31,2013-06-11
2013,6,13,1.04,2013-06-13
2013,6,17,0.1,2013-06-17
2013,6,18,0.21,2013-06-18
2013,6,23,0.29,2013-06-23
2013,6,24,0.08,2013-06-24
2013,6,25,0.06,2013-06-25
2013,6,26,0.17,2013-06-26
2013,6,27,1.14,2013-06-27
2013,7,1,0.46,2013-07-01
2013,7,2,2.85,2013-07-02
2013,7,3,2.79,2013-07-03
2013,7,4,2.26,2013-07-04
2013,7,5,1.8,2013-07-05
2013,7,6,2.14,2013-07-06
2013,7,7,0.12,2013-07-07
2013,7,8,0.68,2013-07-08
2013,7,9,0.29,2013-07-09
2013,7,10,0.86,2013-07-10
2013,7,11,0.05,2013-07-11
2013,7,14,0.97,2013-07-14
2013,7,17,0.15,2013-07-17
2013,7,19,0.24,2013-07-19
2013,7,20,0.48,2013-07-20
2013,7,22,0.06,2013-07-22
2013,7,26,0.3,2013-07-26
2013,7,27,0.06,2013-07-27
2013,7,28,0.06,2013-07-28
2013,7,31,0.23,2013-07-31
2013,8,1,0.07,2013-08-01
2013,8,7,0.53,2013-08-07
2013,8,8,0.15,2013-08-08
2013,8,13,0.5,2013-08-13
2013,8,17,0.13,2013-08-17
2013,8,18,0.19,2013-08-18
2013,8,19,0.88,2013-08-19
2013,8,21,0.39,2013-08-21
2013,8,31,0.22,2013-08-31
2013,9,1,0.14,2013-09-01
2013,9,2,0.07,2013-09-02
2013,9,3,0.29,2013-09-03
2013,9,20,0.12,2013-09-20
2013,9,21,1.26,2013-09-21
2013,9,22,0.05,2013-09-22
2013,9,24,0.05,2013-09-24
2013,9,25,1.5,2013-09-25
2013,9,30,0.22,2013-09-30
2013,10,3,0.01,2013-10-03
2013,10,4,0,2013-10-04
2013,10,5,0.01,2013-10-05
2013,10,6,0.54,2013-10-06
2013,10,7,0.87,2013-10-07
2013,10,8,0,2013-10-08
2013,10,17,0.3,2013-10-17
2013,10,18,0,2013-10-18
2013,10,27,0.01,2013-10-27
2013,10,28,0.06,2013-10-28
2013,10,31,0.24,2013-10-31
2013,11,1,0.53,2013-11-01
2013,11,2,0.02,2013-11-02
2013,11,3,0.01,2013-11-03
2013,11,4,0,2013-11-04
2013,11,5,0,2013-11-05
2013,11,6,0.09,2013-11-06
2013,11,7,0.15,2013-11-07
2013,11,15,0.48,2013-11-15
2013,11,16,0.02,2013-11-16
2013,11,17,0.49,2013-11-17
2013,11,18,0.11,2013-11-18
2013,11,20,0.01,2013-11-20
2013,11,21,0.08,2013-11-21
2013,11,22,0.13,2013-11-22
2013,11,23,0.02,2013-11-23
2013,11,24,0.01,2013-11-24
2013,11,25,0.05,2013-11-25
2013,11,26,3.9,2013-11-26
2013,11,27,0.21,2013-11-27
2013,11,28,0.01,2013-11-28
2013,11,29,0.01,2013-11-29
2013,11,30,0,2013-11-30
2013,12,1,0,2013-12-01
2013,12,2,0,2013-12-02
2013,12,3,0.02,2013-12-03
2013,12,4,0.01,2013-12-04
2013,12,5,0.56,2013-12-05
2013,12,6,1.11,2013-12-06
2013,12,8,0.78,2013-12-08
2013,12,9,1.45,2013-12-09
2013,12,10,0.37,2013-12-10
2013,12,14,0.69,2013-12-14
2013,12,15,0.03,2013-12-15
2013,12,17,0.01,2013-12-17
2013,12,18,0.01,2013-12-18
2013,12,19,0.01,2013-12-19
2013,12,20,0,2013-12-20
2013,12,21,0.69,2013-12-21
2013,12,22,4.37,2013-12-22
2013,12,23,0.02,2013-12-23
2013,12,25,0,2013-12-25
2013,12,26,0,2013-12-26
2013,12,27,0,2013-12-27
2013,12,28,0.6,2013-12-28
2013,12,29,0.48,2013-12-29
2014,1,2,0.44,2014-01-02
2014,1,5,0.14,2014-01-05
2014,1,6,0.14,2014-01-06
2014,1,9,0.03,2014-01-09
2014,1,10,0.73,2014-01-10
2014,1,11,2.06,2014-01-11
2014,1,13,0.24,2014-01-13
2014,1,14,0.27,2014-01-14
2014,1,21,0.04,2014-01-21
2014,1,24,0.02,2014-01-24
2014,1,28,0.19,2014-01-28
2014,2,1,0,2014-02-01
2014,2,2,0.42,2014-02-02
2014,2,3,1.06,2014-02-03
2014,2,4,0.13,2014-02-04
2014,2,5,0.36,2014-02-05
2014,2,6,0.01,2014-02-06
2014,2,10,0.04,2014-02-10
2014,2,11,0.08,2014-02-11
2014,2,12,1.19,2014-02-12
2014,2,13,0.05,2014-02-13
2014,2,14,0.03,2014-02-14
2014,2,15,0.13,2014-02-15
2014,2,17,0.05,2014-02-17
2014,2,18,0.16,2014-02-18
2014,2,19,0.49,2014-02-19
2014,2,20,0,2014-02-20
2014,2,21,0.95,2014-02-21
2014,3,3,0.32,2014-03-03
2014,3,6,0.1,2014-03-06
2014,3,7,0.23,2014-03-07
2014,3,12,0.29,2014-03-12
2014,3,16,0.91,2014-03-16
2014,3,17,0.48,2014-03-17
2014,3,23,0.15,2014-03-23
2014,3,25,0.07,2014-03-25
2014,3,28,0.18,2014-03-28
2014,3,29,0.5,2014-03-29
2014,4,6,0.05,2014-04-06
2014,4,7,3.12,2014-04-07
2014,4,14,0.41,2014-04-14
2014,4,15,0.39,2014-04-15
2014,4,18,0.54,2014-04-18
2014,4,19,0.17,2014-04-19
2014,4,22,0.08,2014-04-22
2014,4,28,0.07,2014-04-28
2014,4,29,1.92,2014-04-29
2014,4,30,0.06,2014-04-30
2014,5,9,0.43,2014-05-09
2014,5,10,0.09,2014-05-10
2014,5,14,1.31,2014-05-14
2014,5,15,0.65,2014-05-15
2014,5,16,0.06,2014-05-16
2014,5,18,0.31,2014-05-18
2014,5,25,0.06,2014-05-25
2014,5,27,0.18,2014-05-27
2014,5,29,0.48,2014-05-29
2014,5,30,0.02,2014-05-30
2014,6,5,0.05,2014-06-05
2014,6,8,0.27,2014-06-08
2014,6,10,0.48,2014-06-10
2014,6,11,0.56,2014-06-11
2014,6,12,0.23,2014-06-12
2014,6,13,0.14,2014-06-13
2014,6,16,0.32,2014-06-16
2014,6,18,1.01,2014-06-18
2014,6,19,0.55,2014-06-19
2014,6,22,0.2,2014-06-22
2014,6,23,0.05,2014-06-23
2014,6,24,0.05,2014-06-24
2014,6,25,0.09,2014-06-25
2014,6,28,0.17,2014-06-28
2014,6,29,0.52,2014-06-29
2014,6,30,0.59,2014-06-30
2014,7,8,0.15,2014-07-08
2014,7,9,0.95,2014-07-09
2014,7,10,0.27,2014-07-10
2014,7,14,0.15,2014-07-14
2014,7,15,0.12,2014-07-15
2014,7,18,0.96,2014-07-18
2014,7,19,1.67,2014-07-19
2014,7,21,0.65,2014-07-21
2014,7,23,0.48,2014-07-23
2014,7,24,0.29,2014-07-24
2014,7,28,0.42,2014-07-28
2014,8,2,0.12,2014-08-02
2014,8,4,0.12,2014-08-04
2014,8,8,1.89,2014-08-08
2014,8,10,0.1,2014-08-10
2014,8,18,0.55,2014-08-18
2014,8,20,0.08,2014-08-20
2014,8,21,0.17,2014-08-21
2014,8,30,0.62,2014-08-30
2014,8,31,0.52,2014-08-31
2014,9,3,0.96,2014-09-03
2014,9,4,0.01,2014-09-04
2014,9,7,1.67,2014-09-07
2014,9,8,0.4,2014-09-08
2014,9,11,0.37,2014-09-11
2014,9,13,0.04,2014-09-13
2014,9,15,0.02,2014-09-15
2014,9,16,0.04,2014-09-16
2014,9,21,0.08,2014-09-21
2014,9,29,0.28,2014-09-29
2014,10,3,1.34,2014-10-03
2014,10,4,0,2014-10-04
2014,10,6,0.25,2014-10-06
2014,10,7,0.88,2014-10-07
2014,10,8,0.29,2014-10-08
2014,10,9,0.05,2014-10-09
2014,10,11,0.02,2014-10-11
2014,10,12,0.5,2014-10-12
2014,10,13,0.17,2014-10-13
2014,10,14,7.35,2014-10-14
2014,10,15,0.04,2014-10-15
2014,10,30,0.01,2014-10-30
2014,11,6,0.21,2014-11-06
2014,11,16,0.33,2014-11-16
2014,11,17,1.72,2014-11-17
2014,11,23,2.28,2014-11-23
2014,11,26,0.17,2014-11-26
2014,11,27,0.02,2014-11-27
2014,12,6,0.59,2014-12-06
2014,12,15,0.03,2014-12-15
2014,12,16,0.28,2014-12-16
2014,12,22,0.2,2014-12-22
2014,12,23,1.76,2014-12-23
2014,12,24,0.7,2014-12-24
2014,12,28,0.14,2014-12-28
2014,12,29,0.45,2014-12-29
